17,12,2,1,5,5,6,31,11,2,1,5,1,47,14,1,3,3,0,53,7,1,1,1,0,1,2,3,3,1,1,1,2,2,45
16,11,2,1,5,5,6,34,13,2,1,5,2,59,18,2,2,3,0,62,7,1,1,1,0,3,3,1,3,3,0,1,1,1,53
18,12,2,1,6,4,6,35,13,2,2,5,2,59,19,1,1,3,0,61,7,0,2,1,0,0,0,1,1,2,3,0,1,1,51
15,11,2,3,5,2,5,34,13,2,0,4,0,57,18,2,1,3,0,69,12,1,3,1,0,3,3,1,3,3,3,1,2,1,59
21,14,2,0,5,5,5,32,9,1,2,5,3,60,21,2,2,4,0,70,11,1,1,1,0,1,1,3,2,3,3,1,2,2,59
14,10,1,0,4,6,5,21,8,2,2,3,6,36,13,1,2,2,3,41,7,0,1,1,5,0,0,2,2,2,0,0,0,0,35
5,6,1,1,1,8,6,0,0,2,0,0,7,0,0,3,2,0,7,0,0,1,2,0,1,1,0,1,0,1,2,2,2,2,0
8,6,0,1,2,7,5,16,7,2,1,1,7,28,10,1,1,1,1,22,0,0,1,0,5,2,0,0,2,2,0,0,0,1,18
11,9,1,1,6,3,6,24,10,1,2,6,0,52,20,2,2,5,0,54,7,2,1,1,0,1,3,1,3,2,0,0,1,0,46
26,17,3,2,6,0,5,46,14,2,3,6,0,69,18,1,2,4,0,71,7,0,3,1,0,0,0,2,3,1,0,0,0,1,61
18,13,2,2,6,5,6,26,8,0,0,6,1,49,18,2,2,5,0,55,9,1,3,1,0,3,1,3,2,0,2,2,2,0,47
15,10,1,1,6,1,6,29,12,1,0,6,1,49,16,1,2,3,0,56,9,0,2,1,0,1,0,1,2,0,1,2,2,0,48
15,11,2,1,6,3,7,29,11,1,0,5,4,54,18,2,1,4,1,61,10,1,2,1,1,1,0,1,1,0,0,1,2,0,52
12,9,2,3,4,1,4,23,10,2,2,4,0,40,14,0,2,3,0,44,7,0,2,1,0,3,1,1,2,3,2,2,0,2,38
8,7,0,2,7,5,7,27,13,2,1,6,2,44,14,1,3,4,0,52,10,0,3,2,0,3,3,1,1,3,3,1,1,1,44
11,8,1,2,5,3,6,24,10,1,0,5,0,45,15,1,2,3,0,50,8,0,1,1,0,2,3,1,2,3,1,0,1,2,42
14,11,2,1,4,4,4,25,9,1,1,4,2,46,16,1,1,3,3,47,6,1,1,1,0,1,2,1,0,3,3,0,1,1,40
23,16,3,1,6,2,6,37,11,1,2,7,0,66,20,2,1,5,0,75,11,0,2,2,0,3,3,1,1,2,3,2,1,0,64
4,5,1,1,1,8,4,8,5,1,1,1,5,15,7,2,2,1,4,10,1,0,3,0,5,0,1,0,0,3,0,1,0,2,8
18,12,2,0,3,7,4,25,7,2,1,2,7,41,14,1,1,2,0,56,13,2,1,1,0,1,0,0,1,0,1,2,1,0,47
15,11,2,1,5,0,5,28,10,1,0,5,0,49,16,1,2,4,0,53,7,1,2,1,0,2,1,1,2,2,0,0,2,0,45
11,9,1,1,5,0,4,25,11,1,1,5,0,54,20,3,2,4,0,66,14,1,2,2,0,1,3,3,0,0,1,0,2,0,56
11,9,1,1,5,1,5,28,12,1,0,6,2,48,16,1,3,4,1,55,8,0,1,1,2,0,0,0,0,3,0,0,0,2,47
7,6,0,3,3,7,4,14,7,2,1,2,4,25,10,2,2,1,0,18,0,0,1,0,0,2,1,2,2,0,0,1,0,0,15
12,9,1,1,6,0,6,22,9,1,3,6,0,53,21,2,1,4,0,57,8,1,1,1,0,1,1,3,2,1,0,2,2,0,49
14,10,2,1,3,7,6,24,9,1,1,3,4,38,12,0,2,2,0,45,8,0,2,1,0,1,2,3,1,3,0,2,1,1,38
9,7,2,1,1,8,6,12,4,1,1,1,4,7,1,0,2,0,3,3,0,0,3,0,5,0,1,3,1,3,0,1,2,1,2
20,14,3,2,7,0,7,34,11,2,2,7,0,59,18,1,2,4,0,70,12,1,3,1,0,1,3,3,3,1,3,1,1,1,60
18,13,3,1,6,2,6,33,11,1,1,6,3,50,14,1,2,4,2,56,8,0,2,1,0,0,0,3,2,0,3,0,1,0,48
20,13,2,2,5,1,5,40,13,2,1,5,0,59,15,1,2,3,0,57,5,0,3,1,0,1,2,1,2,2,0,2,2,0,49
21,15,3,3,7,5,7,33,10,1,1,7,3,57,17,2,2,3,7,66,11,1,3,1,2,2,3,2,0,3,2,0,1,1,56
16,11,2,1,4,6,6,28,10,1,3,3,3,46,16,2,2,2,0,55,10,0,1,1,0,3,1,3,2,0,3,1,2,0,47
12,9,1,0,5,5,5,26,11,2,1,5,0,46,16,2,2,4,0,53,9,1,2,1,0,1,1,3,0,3,0,2,1,1,45
15,10,1,3,5,0,5,27,10,2,2,5,0,43,14,1,1,3,0,46,6,0,2,1,0,2,0,1,2,0,2,0,0,1,39
23,16,3,2,6,1,6,34,10,1,2,6,0,59,18,1,2,4,0,65,9,0,2,1,0,3,1,3,1,2,3,2,2,0,55
19,13,2,0,6,1,6,32,11,1,2,7,0,63,22,2,1,5,0,69,9,0,2,1,0,1,3,1,2,1,3,1,1,2,59
16,11,1,0,5,6,6,25,8,0,1,4,1,41,12,1,3,2,1,48,8,1,2,1,3,0,3,1,0,3,0,0,2,2,41
5,5,1,1,1,8,6,9,4,2,1,1,3,9,3,0,2,0,0,12,5,2,2,0,1,0,1,0,2,2,0,0,1,1,11
17,12,2,0,5,3,6,34,12,2,2,4,0,52,15,0,2,3,0,56,7,2,3,1,0,0,1,1,0,3,2,0,2,1,47
13,10,1,0,3,8,7,22,8,1,2,3,2,43,16,2,2,2,0,58,12,0,1,1,0,0,2,2,3,1,1,1,1,2,49
17,12,2,1,6,2,6,23,7,0,1,6,0,51,20,2,1,4,0,54,6,0,3,1,0,0,2,0,1,2,1,0,0,0,46
10,9,1,3,4,0,5,21,9,1,3,3,0,37,12,1,1,2,0,45,9,1,1,1,0,2,0,3,3,2,3,0,2,0,38
19,13,2,2,7,3,6,32,11,2,1,7,0,55,18,1,3,5,0,65,11,0,2,2,0,2,2,3,3,1,2,0,1,1,55
14,11,3,1,3,1,3,23,7,1,3,3,0,46,17,3,1,2,0,55,10,1,3,1,0,2,2,3,1,2,3,0,2,1,46
14,10,2,2,4,4,5,26,9,1,3,4,0,52,18,2,2,3,0,59,9,1,2,1,0,0,1,3,1,3,1,0,2,2,50
8,7,1,3,4,3,5,27,14,3,0,4,2,52,18,1,2,3,0,61,10,1,2,1,0,1,0,0,3,3,0,2,1,2,51
14,10,1,1,4,1,4,27,10,2,3,3,0,41,11,1,3,2,0,48,8,1,2,1,0,2,3,3,3,3,3,0,2,2,41
18,12,2,0,3,7,5,28,9,1,1,3,1,53,17,2,2,2,0,44,0,0,3,0,0,1,2,1,0,3,1,2,1,1,38
14,11,2,1,4,3,5,27,10,1,1,4,0,48,16,1,2,3,0,55,9,1,1,1,0,1,1,0,0,0,3,1,0,0,47
13,9,2,0,2,4,3,24,10,2,1,2,5,36,9,2,2,1,2,37,5,1,2,0,0,0,0,1,2,3,3,1,0,2,31
9,8,1,2,5,3,6,23,11,2,2,5,2,49,19,2,1,4,3,58,10,1,1,1,0,1,0,1,0,1,2,1,0,2,49
9,7,1,2,2,8,5,17,7,2,1,1,8,27,9,2,2,1,3,22,0,0,1,0,0,2,0,2,2,2,3,0,1,0,19
18,13,2,0,6,0,6,29,10,2,2,5,0,53,18,2,2,4,0,63,11,1,2,1,0,0,0,3,0,1,1,0,1,2,53
12,9,2,1,3,3,4,22,10,3,3,3,0,33,10,1,2,2,0,40,8,1,1,1,0,0,2,2,1,1,2,0,0,2,34
17,13,2,1,4,4,5,32,11,1,0,4,0,45,12,1,3,2,0,46,6,0,2,1,0,2,1,3,2,3,0,1,1,2,39
7,7,0,1,3,0,3,19,9,2,2,3,0,32,11,1,2,2,0,42,10,2,3,1,0,3,3,3,2,0,1,1,1,0,36
15,10,2,1,3,5,3,29,11,2,3,3,0,48,15,1,2,2,0,55,9,0,3,1,0,2,3,3,0,2,3,0,0,0,46
7,7,1,0,3,4,3,19,10,2,1,3,0,34,13,2,1,2,0,42,9,1,3,1,0,1,3,0,0,2,3,2,0,1,35
15,11,1,1,5,4,5,33,13,2,0,5,0,54,16,1,3,3,0,65,12,2,2,1,0,2,3,2,2,2,0,1,0,0,55
12,9,1,1,4,6,4,25,10,2,0,3,1,42,13,2,2,2,1,48,8,0,1,1,0,3,3,0,0,1,3,2,1,2,41
11,9,1,1,4,2,3,26,12,2,0,4,0,51,19,1,1,3,0,54,8,1,3,1,0,1,1,1,2,1,2,2,1,0,46
24,15,2,1,7,3,6,40,13,2,1,7,0,62,18,1,2,5,0,71,11,0,2,2,0,0,1,1,3,3,3,0,1,1,61
12,9,2,3,4,5,4,23,8,1,1,4,5,50,19,2,2,3,0,55,8,1,2,1,0,2,0,0,1,0,1,0,1,0,47
22,15,3,1,4,0,4,32,9,1,3,5,0,46,13,1,2,3,0,53,9,1,2,1,0,0,3,3,1,3,3,0,2,1,45
11,8,1,1,3,4,3,24,10,1,0,3,0,40,12,1,2,2,0,48,9,0,2,1,0,2,3,1,0,3,0,1,2,2,41
14,11,2,1,5,1,6,29,11,2,3,4,5,49,16,1,1,3,1,49,5,0,1,1,0,3,0,2,2,1,1,1,1,2,42
16,11,2,1,5,6,6,26,10,1,3,6,1,46,15,1,2,4,2,54,9,1,3,1,0,2,3,2,0,0,1,0,0,0,46
16,11,1,0,4,7,6,28,10,2,2,4,0,44,13,2,3,3,0,48,7,1,1,1,0,0,1,3,2,3,3,0,2,1,41
20,13,2,2,7,4,7,34,12,2,1,6,1,54,16,1,2,5,0,68,13,1,3,2,0,2,1,0,0,3,3,0,0,2,58
17,11,1,1,4,2,4,30,10,1,3,4,0,52,17,1,3,3,0,60,10,2,1,1,0,1,1,2,3,2,1,1,1,0,51
7,7,2,1,1,8,7,4,0,1,2,0,6,0,0,2,1,0,1,0,0,2,2,0,3,3,1,1,2,3,0,2,2,2,0
15,11,1,1,7,4,6,30,11,2,2,4,7,50,16,1,2,3,2,55,8,2,1,1,4,2,0,1,3,3,0,0,2,2,46
17,12,1,1,6,0,6,30,11,1,2,6,0,57,19,1,2,4,0,65,10,1,2,1,0,3,3,3,1,1,3,2,1,1,55
14,10,2,1,4,7,6,29,11,2,2,4,2,46,15,1,2,3,0,54,9,1,2,1,0,0,1,1,1,1,3,0,2,2,46
16,11,1,1,6,6,6,32,12,3,3,5,5,61,21,3,2,3,4,67,8,1,2,1,2,1,0,3,1,1,1,1,2,2,57
12,9,1,1,5,7,6,26,11,2,1,5,6,55,20,2,1,3,0,57,7,1,2,1,0,0,0,1,3,2,2,0,2,1,49
21,15,2,0,6,0,6,36,13,2,1,6,0,59,19,1,1,4,0,82,19,2,1,2,0,0,1,2,3,1,2,0,0,2,70
17,12,2,1,3,1,3,28,10,2,0,2,0,39,9,2,2,1,0,38,4,0,1,0,0,1,3,0,1,2,2,2,0,0,33
18,13,2,0,4,6,5,27,8,1,2,4,1,46,15,1,1,3,2,56,11,0,1,1,2,0,3,0,0,0,0,0,1,0,48
16,12,1,0,4,3,4,27,9,1,1,4,0,42,12,0,2,3,0,50,9,1,3,1,0,3,3,1,1,0,1,1,2,0,43
9,8,0,2,7,5,7,23,11,2,3,7,0,49,19,2,2,5,0,63,13,1,2,2,0,1,2,3,3,2,2,1,1,0,53
16,11,2,3,6,1,6,27,9,1,0,6,0,51,17,0,2,4,0,58,9,1,2,1,0,2,2,1,3,0,3,0,1,1,49
7,7,0,1,5,6,6,18,9,1,2,4,2,46,20,2,1,3,0,51,8,0,1,1,0,1,1,0,2,1,0,2,1,2,43
19,13,2,1,5,5,6,36,12,1,1,6,0,56,16,1,1,4,0,56,6,1,3,1,0,0,1,3,3,3,3,0,1,1,48
13,9,1,3,4,4,4,26,11,1,1,5,0,48,17,1,1,4,0,54,8,0,2,1,0,3,2,0,0,1,0,2,1,1,46
13,9,1,1,6,0,6,26,10,1,1,5,0,49,16,1,2,3,0,54,9,2,2,1,0,1,0,3,2,1,1,0,2,1,46
21,14,3,3,7,3,7,34,11,2,3,7,0,58,19,2,2,5,0,69,11,1,2,2,0,2,3,2,1,3,0,0,0,2,59
13,10,1,1,6,0,5,26,10,1,3,6,0,51,18,1,1,4,0,57,8,1,3,1,0,3,2,3,1,1,2,1,2,2,49
8,7,0,1,5,6,7,15,6,1,2,2,8,25,10,0,1,1,4,25,4,1,2,0,4,2,0,0,2,3,0,0,0,1,22
8,6,0,1,3,6,3,18,8,1,2,2,1,30,10,1,3,1,0,23,0,0,2,0,0,0,1,3,3,3,2,0,2,1,20
13,10,2,2,3,2,4,24,9,2,1,3,0,39,12,0,2,2,0,42,7,0,2,1,0,2,3,3,0,1,0,0,2,0,36
1,3,1,1,1,8,4,4,4,3,2,0,8,0,0,3,2,0,2,0,1,1,1,0,0,1,0,0,2,2,3,2,0,0,0
12,9,1,0,4,2,4,20,7,1,2,4,2,36,12,0,1,3,0,42,8,1,3,1,0,0,0,3,1,1,3,0,2,2,36
10,7,1,2,2,8,6,6,0,2,1,0,8,1,0,1,2,0,5,0,0,2,1,0,0,2,0,0,2,1,1,0,1,2,0
14,10,1,2,3,7,5,25,8,1,1,3,2,42,14,2,2,2,0,51,9,0,2,1,0,1,2,2,2,1,3,2,1,2,44
11,9,1,1,5,0,5,28,12,2,1,4,0,46,14,1,2,3,0,52,9,1,2,1,0,3,1,1,0,0,2,1,0,1,45
12,10,1,2,5,5,6,25,10,1,1,4,1,48,18,2,2,3,0,55,8,0,1,1,0,1,2,3,3,2,1,2,1,0,47
14,11,2,1,5,4,6,29,12,1,1,5,0,48,15,0,3,4,0,61,11,1,2,1,0,1,1,0,3,2,2,2,0,0,52
17,12,3,1,5,4,5,28,10,1,2,6,0,61,22,2,1,4,0,72,12,0,2,2,0,0,2,3,1,1,2,0,1,1,61
13,10,2,3,5,3,6,31,13,2,1,6,0,54,18,2,3,4,0,62,9,1,2,1,0,3,3,2,3,1,0,2,1,2,52
14,11,1,1,7,0,6,29,11,2,1,7,0,60,22,2,2,5,0,79,16,1,2,2,0,3,1,3,2,3,3,1,2,2,67
14,10,1,1,5,7,6,24,8,1,2,5,4,49,19,1,1,4,4,57,9,2,3,1,0,1,2,1,0,3,3,1,1,1,49
15,10,1,1,5,4,6,36,14,2,1,6,0,57,16,2,1,3,0,61,8,0,3,1,0,3,2,0,1,0,1,2,1,0,52
16,11,1,1,6,2,6,34,13,2,1,6,0,56,17,1,2,4,0,71,14,1,1,2,0,2,3,3,2,3,3,0,2,1,60
12,10,1,1,5,2,4,23,9,1,1,4,0,43,14,3,2,2,0,49,9,0,1,1,1,1,1,1,3,2,0,1,2,1,42
8,7,0,1,6,3,6,24,11,1,1,6,0,40,14,1,3,4,0,42,6,0,3,1,0,0,3,2,3,3,2,0,0,1,35
13,10,1,1,3,1,3,30,12,2,0,3,0,45,13,1,2,2,0,42,4,0,2,0,0,0,2,1,3,3,0,0,2,2,36
16,11,2,2,6,3,7,26,9,1,2,6,2,50,18,1,2,4,0,56,8,0,3,1,0,2,1,3,3,1,1,0,2,2,48
18,13,2,0,6,0,6,33,11,1,1,5,0,59,18,1,2,4,0,61,7,1,2,1,0,0,1,3,1,3,2,0,2,1,52
19,13,3,2,5,3,5,36,13,2,0,4,3,61,17,2,2,3,3,68,10,1,1,1,4,3,0,0,0,3,0,2,0,2,58
15,11,2,0,4,2,5,21,7,0,1,4,2,41,14,2,2,2,0,50,10,2,2,1,0,1,0,2,2,1,3,2,0,2,42
12,9,1,0,7,0,7,31,13,2,2,6,0,59,20,2,2,4,0,59,5,0,2,1,0,1,2,3,0,1,1,2,1,2,50
12,9,1,2,6,2,6,23,9,0,1,6,0,54,22,1,1,5,0,60,8,1,2,1,0,1,3,1,3,1,2,2,2,2,51
16,12,1,0,5,5,6,27,10,1,2,4,0,48,16,1,2,3,0,56,9,1,2,1,0,0,1,3,2,1,2,0,2,2,47
13,9,1,2,3,7,5,13,4,1,0,1,8,17,6,1,2,0,8,16,3,2,2,0,4,2,0,1,0,0,1,1,1,1,14
0,0,1,3,0,8,6,1,3,2,3,0,1,1,2,1,2,0,0,0,0,0,1,0,1,2,3,3,1,3,0,0,2,2,0
10,8,1,1,2,7,3,13,5,2,1,1,1,22,8,2,2,1,0,20,2,0,2,0,0,1,2,3,1,2,2,2,2,1,17
9,8,0,1,6,5,6,28,13,2,1,6,1,56,20,1,1,5,0,69,12,1,2,2,0,2,1,0,2,1,1,0,0,2,58
17,11,1,1,5,6,6,29,9,1,3,5,0,56,20,1,1,4,0,60,8,1,2,1,0,1,1,3,0,2,2,0,2,1,51
11,9,2,2,4,7,6,22,9,2,1,3,7,35,11,1,3,2,2,43,8,1,2,1,4,0,0,3,3,3,0,0,2,2,36
17,12,2,2,6,0,6,26,8,1,1,5,0,51,19,1,1,4,0,50,5,0,3,1,0,2,1,1,3,1,2,0,1,2,42
11,8,2,1,2,7,4,17,6,1,2,2,0,27,9,3,1,1,0,20,0,0,3,0,0,0,2,3,2,3,3,0,2,2,17
15,11,1,1,7,1,6,32,13,2,1,7,0,55,18,3,1,4,0,63,9,1,2,1,0,1,3,1,1,1,2,2,2,2,54
0,0,1,1,0,8,5,2,3,1,1,0,4,5,5,1,1,0,4,0,0,0,1,0,1,0,2,2,0,3,1,0,0,1,0
17,11,1,1,6,6,6,30,11,1,1,5,1,48,14,1,3,4,0,56,9,0,3,1,0,1,2,0,1,3,0,2,1,1,47
6,6,0,2,3,7,6,9,4,1,3,1,8,6,1,1,1,0,8,7,3,0,2,0,6,3,0,2,0,0,1,1,0,0,6
14,11,2,1,5,6,6,24,8,1,1,4,6,49,18,2,2,3,2,61,12,1,1,1,0,1,0,0,2,1,3,2,1,1,52
10,8,0,3,4,4,4,23,10,2,2,4,0,37,11,0,1,2,0,49,11,1,2,1,0,2,1,3,1,1,2,0,1,2,42
14,10,2,1,3,6,4,9,0,1,3,0,8,4,0,2,2,0,4,0,0,2,3,0,0,3,0,2,2,0,2,1,0,1,0
10,8,0,1,6,3,6,19,8,0,3,6,2,50,21,2,1,4,0,57,8,0,2,1,0,0,0,3,2,1,3,0,1,1,49
1,3,1,1,0,8,6,0,0,1,1,0,5,0,0,3,2,0,0,2,4,1,1,0,0,1,1,1,2,3,2,2,2,1,2
17,12,1,1,5,2,5,33,12,2,1,4,0,56,18,2,2,3,0,63,10,2,2,1,0,0,3,1,1,2,2,0,2,0,54
21,14,2,0,4,3,4,32,10,1,1,4,0,60,20,3,2,2,2,64,8,0,3,1,0,1,3,3,0,1,1,2,2,1,54
13,9,1,2,5,5,6,29,12,2,2,5,4,51,17,1,3,3,2,57,8,1,2,1,0,0,0,3,3,2,3,1,2,1,48
9,7,1,2,2,8,6,16,6,1,1,2,6,25,8,3,2,1,0,23,2,0,3,0,0,2,1,1,3,2,3,0,2,0,19
21,14,3,1,7,0,6,35,12,1,1,7,0,60,19,2,1,5,0,76,15,0,1,2,0,1,0,2,0,0,3,0,0,0,65
10,8,0,1,6,0,6,21,10,1,1,5,0,49,20,1,1,3,0,55,9,1,1,1,0,3,1,3,3,2,3,1,2,0,47
17,11,2,1,4,6,4,29,10,2,1,4,0,50,16,0,2,3,0,53,7,0,2,1,0,0,1,3,2,2,3,0,2,0,45
17,12,1,0,5,6,6,29,9,1,1,6,0,54,19,2,2,4,0,64,12,1,2,1,0,1,2,1,1,3,2,2,2,2,54
9,8,1,1,5,5,6,27,13,2,0,4,1,50,17,3,1,2,0,55,8,1,1,1,0,0,3,1,3,1,2,0,2,2,47
13,10,1,2,5,4,6,27,11,3,2,4,0,47,16,1,2,3,0,57,10,1,1,1,0,2,1,3,3,1,0,0,2,1,48
18,13,2,1,6,4,6,37,14,3,2,5,6,56,15,1,2,3,0,60,8,0,3,1,0,3,0,1,3,2,2,1,1,0,51
10,8,1,2,4,5,5,19,9,1,3,3,6,14,0,3,3,0,8,14,4,2,1,0,4,3,0,3,0,2,3,1,2,1,12
10,8,1,2,4,6,5,25,11,2,2,4,2,45,15,1,2,3,0,50,7,0,1,1,0,1,1,1,1,0,2,0,1,1,43
8,7,1,3,2,8,5,17,8,2,1,2,2,30,10,1,2,1,0,30,3,0,1,0,0,2,3,1,1,1,2,0,0,2,26
18,13,2,2,6,4,6,24,7,0,3,5,0,39,13,1,2,3,0,48,9,1,2,1,0,1,3,2,3,3,2,2,1,2,40
17,12,2,1,6,4,7,38,14,3,1,5,0,56,14,1,2,4,0,58,8,0,2,1,0,0,2,0,2,1,2,0,0,1,49
11,8,1,1,5,4,6,28,12,2,0,4,5,53,18,3,2,3,0,61,10,1,2,1,0,2,0,1,3,2,0,0,2,0,52
15,11,1,1,5,3,5,30,11,2,1,4,0,50,16,1,2,2,0,62,12,2,1,1,0,3,2,0,2,1,2,2,0,2,52
15,10,2,1,5,2,6,32,12,2,1,5,3,53,17,2,3,4,0,56,6,0,3,1,0,1,0,1,3,3,2,2,0,2,48
6,6,2,1,1,8,4,12,6,1,2,1,4,11,2,1,2,0,2,14,5,0,3,0,0,2,2,3,1,2,1,1,2,1,12
16,11,2,1,6,4,6,30,11,3,3,5,0,60,21,2,2,4,0,60,6,0,2,1,0,3,1,2,2,1,1,0,0,2,51
7,6,1,1,1,8,6,8,3,1,1,1,3,3,0,2,2,0,5,3,3,1,3,0,2,1,3,2,0,2,1,2,0,0,2
14,10,1,1,4,0,3,31,13,2,0,4,0,55,19,1,1,3,0,58,7,0,2,1,0,0,2,1,1,2,2,0,2,0,49
8,7,0,1,4,5,5,20,10,2,3,4,0,41,16,1,2,2,0,49,10,1,2,1,0,1,1,2,0,0,1,2,0,1,42
11,9,1,1,6,1,6,31,13,2,2,6,0,51,15,1,2,4,0,59,9,1,2,1,0,3,2,3,0,3,3,1,1,2,51
25,17,3,1,5,2,6,33,8,1,2,5,0,61,20,2,1,4,0,67,9,1,2,1,0,2,3,3,2,3,1,0,2,1,57
21,14,3,1,7,2,6,33,10,2,2,6,2,52,16,2,2,3,0,62,10,0,1,1,0,3,0,1,2,1,1,1,0,1,53
16,11,2,1,4,6,5,24,8,1,0,3,0,38,11,1,2,2,0,48,10,2,2,1,0,0,2,3,2,1,2,0,1,2,41
18,12,1,1,7,3,7,24,7,0,2,6,0,54,21,2,1,5,0,71,15,1,2,2,0,1,2,3,2,2,1,1,1,1,60
13,10,1,1,5,0,5,31,13,2,1,5,0,50,15,1,2,3,0,53,7,0,1,1,0,3,3,1,0,1,1,0,1,2,45
18,12,1,1,5,4,5,33,12,1,1,5,2,56,17,2,2,4,0,63,9,2,1,1,0,1,1,1,3,2,0,2,2,1,54
11,9,1,1,2,8,7,20,9,1,1,2,4,45,18,2,2,2,2,46,5,0,2,1,0,1,2,3,1,1,2,2,2,0,39
22,14,2,0,5,0,6,36,11,1,2,5,0,54,15,1,2,3,0,56,6,0,2,1,0,1,1,0,1,1,2,1,1,2,47
7,7,1,0,3,6,5,14,6,1,0,1,8,24,9,2,2,1,4,26,5,1,2,0,0,1,0,0,3,1,2,2,1,2,22
11,9,1,2,7,2,7,29,13,2,1,7,0,52,17,2,2,4,0,57,7,2,3,1,0,3,2,3,0,3,1,1,1,1,48
11,8,0,2,3,6,4,22,9,1,2,3,0,39,14,1,2,2,0,47,10,0,2,1,0,1,3,2,1,3,0,2,0,1,40
15,10,2,2,3,4,4,29,11,2,1,3,4,53,17,2,2,2,3,44,0,1,1,0,0,1,0,1,0,3,3,2,2,2,37
11,9,1,1,6,0,6,29,14,2,0,6,0,57,20,2,2,4,0,61,7,0,2,1,0,2,2,1,2,3,2,0,2,1,52
5,5,1,3,1,8,3,12,7,3,2,1,4,27,12,2,2,1,1,21,0,1,2,0,0,3,1,3,2,3,2,2,2,2,17
19,13,3,1,5,6,5,31,10,2,1,4,1,49,14,1,2,2,0,57,10,0,1,1,0,1,2,1,1,2,2,0,1,0,49
11,9,1,1,4,7,6,21,8,1,0,2,8,32,10,2,3,1,4,27,0,1,1,0,0,2,0,0,2,2,2,0,1,0,23
9,7,1,2,2,8,5,10,4,2,0,1,7,15,6,2,3,1,3,9,0,1,1,0,0,3,0,0,1,2,3,2,1,1,8
17,12,1,1,7,1,6,33,12,2,2,6,0,56,17,2,2,4,0,60,7,0,3,1,0,0,2,1,1,3,2,0,1,2,51
9,7,0,1,5,6,6,24,11,1,2,6,0,47,17,1,2,3,0,52,8,2,1,1,0,1,3,0,3,3,2,1,0,0,44
16,11,1,2,5,3,5,28,9,1,2,3,6,48,15,1,3,3,0,56,10,1,2,1,0,3,0,3,2,3,2,2,1,1,48
0,2,2,0,0,8,6,0,2,2,1,0,4,0,0,1,1,0,0,1,3,1,1,0,0,1,2,0,3,1,1,2,0,2,1
8,7,0,3,4,0,4,20,9,1,1,3,0,38,14,2,1,2,0,48,10,2,2,1,0,2,1,2,2,0,3,0,0,1,41
15,11,1,1,4,2,4,31,11,2,1,3,2,47,13,1,2,2,2,56,10,0,1,1,2,0,0,3,0,1,0,0,1,2,48
14,10,1,1,6,3,6,29,11,1,1,5,6,47,15,2,2,3,2,48,5,0,2,1,2,2,0,1,1,0,0,0,2,1,41
19,13,2,1,5,4,4,33,11,2,1,4,5,46,11,1,2,2,7,54,10,1,3,1,4,1,0,3,0,3,2,1,1,2,46
14,10,1,1,5,4,6,33,13,2,0,5,0,49,14,1,3,3,0,53,7,0,1,1,0,3,3,1,0,2,2,1,2,0,45
11,9,2,1,3,5,4,19,8,1,2,3,0,39,14,2,2,2,0,41,5,1,1,0,0,0,3,3,0,3,2,0,2,2,35
8,7,0,1,6,3,7,23,11,1,0,5,0,44,15,1,2,3,0,52,10,1,2,1,0,3,1,1,2,1,3,0,1,2,44
