aceB,asnA,atpD,atpG,b1191,b1583,b1963,cchB,cspA,cspG,dnaG,dnaJ,dnaK,eutG,fixC,flgD,folK,ftsJ,gltA,hupB,ibpB,icdA,lacA,lacY,lacZ,lpdA,mopB,nmpC,nuoM,pspA,pspB,sucA,sucD,tnaA,yaeM,yceP,ycgX,yecO,yedE,yfaD,yfiA,ygbD,ygcE,yhdM,yheI,yjbO
'\'(-2.217746--1.411047]\'','\'(2.529795-3.379146]\'','\'(-3.332061--2.389366]\'','\'(-1.063459--0.420576]\'','\'(1.087528-1.56765]\'','\'(1.179217-1.886127]\'','\'(0.623463-1.606241]\'','\'(3.970473-4.785868]\'','\'(0.542154-1.419568]\'','\'(1.199167-1.835879]\'','\'(0.197651-1.051029]\'','\'(-1.533232--0.628445]\'','\'(0.098638-1.078446]\'','\'(-0.978607--0.427466]\'','\'(2.589302-3.398001]\'','\'(-0.171212-0.425772]\'','\'(0.879076-1.656446]\'','\'(1.757648-2.626198]\'','\'(0.738918-inf)\'','\'(0.179126-1.187804]\'','\'(-inf--2.074487]\'','\'(-2.414409--1.610222]\'','\'(1.45513-2.542402]\'','\'(1.119835-2.200169]\'','\'(1.951793-3.108221]\'','\'(-1.56818--0.972712]\'','\'(1.073863-1.959682]\'','\'(-1.349305--0.724653]\'','\'(-3.12755--2.399557]\'','\'(0.952764-1.573005]\'','\'(1.376039-2.135191]\'','\'(0.561787-1.335907]\'','\'(0.008095-0.723754]\'','\'(-2.677459--2.127586]\'','\'(1.401883-2.577195]\'','\'(-inf--1.440024]\'','\'(-0.549442-0.458292]\'','\'(1.432578-2.047919]\'','\'(-1.938145--1.410416]\'','\'(-1.548678--0.927358]\'','\'(-0.248948-0.695839]\'','\'(3.314566-4.145751]\'','\'(2.688223-3.78354]\'','\'(-0.70428-0.134073]\'','\'(0.602831-1.486643]\'',0.209125
'\'(-3.024445--2.217746]\'','\'(0.831092-1.680443]\'','\'(-3.332061--2.389366]\'','\'(-2.349227--1.706343]\'','\'(1.56765-2.047773]\'','\'(0.472306-1.179217]\'','\'(2.58902-3.571798]\'','\'(1.524288-2.339683]\'','\'(-1.212672--0.335259]\'','\'(-0.710969--0.074257]\'','\'(2.757784-3.611161]\'','\'(0.276343-1.181131]\'','\'(2.058253-3.038061]\'','\'(0.674818-1.225959]\'','\'(0.971903-1.780603]\'','\'(-1.962164--1.36518]\'','\'(1.656446-2.433817]\'','\'(3.494748-4.363298]\'','\'(-1.561024--0.986039]\'','\'(-1.838229--0.829552]\'','\'(0.85118-1.826402]\'','\'(-2.414409--1.610222]\'','\'(3.629673-4.716944]\'','\'(3.280503-4.360837]\'','\'(3.108221-4.264648]\'','\'(0.218225-0.813693]\'','\'(1.959682-2.845501]\'','\'(0.52465-1.149302]\'','\'(-0.943569--0.215575]\'','\'(-0.90796--0.287719]\'','\'(-0.901418--0.142266]\'','\'(-2.534696--1.760575]\'','\'(-2.85454--2.138881]\'','\'(-2.127586--1.577713]\'','\'(-0.948742-0.22657]\'','\'(-0.047294-0.649071]\'','\'(2.473761-3.481495]\'','\'(-0.413445-0.201896]\'','\'(0.17277-0.700499]\'','\'(0.936604-1.557924]\'','\'(-2.138521--1.193735]\'','\'(1.652197-2.483382]\'','\'(1.592907-2.688223]\'','\'(2.64913-3.487482]\'','\'(2.370454-3.254266]\'',1.435956
'\'(-2.217746--1.411047]\'','\'(0.831092-1.680443]\'','\'(-1.446672--0.503978]\'','\'(-2.99211--2.349227]\'','\'(1.087528-1.56765]\'','\'(4.006859-4.713769]\'','\'(0.623463-1.606241]\'','\'(0.708893-1.524288]\'','\'(0.542154-1.419568]\'','\'(2.472591-3.109302]\'','\'(0.197651-1.051029]\'','\'(-0.628445-0.276343]\'','\'(-0.881169-0.098638]\'','\'(0.674818-1.225959]\'','\'(0.163204-0.971903]\'','\'(-2.559148--1.962164]\'','\'(0.101706-0.879076]\'','\'(0.020548-0.889098]\'','\'(-1.561024--0.986039]\'','\'(-1.838229--0.829552]\'','\'(1.826402-2.801625]\'','\'(-1.610222--0.806035]\'','\'(2.542402-3.629673]\'','\'(1.119835-2.200169]\'','\'(3.108221-4.264648]\'','\'(-1.56818--0.972712]\'','\'(-0.697776-0.188043]\'','\'(-1.349305--0.724653]\'','\'(-0.215575-0.512419]\'','\'(0.952764-1.573005]\'','\'(0.616887-1.376039]\'','\'(-0.986455--0.212334]\'','\'(-0.707564-0.008095]\'','\'(-1.577713--1.02784]\'','\'(3.752508-4.92782]\'','\'(0.649071-1.345436]\'','\'(0.458292-1.466026]\'','\'(2.66326-3.278601]\'','\'(-1.938145--1.410416]\'','\'(0.936604-1.557924]\'','\'(-1.193735--0.248948]\'','\'(0.821012-1.652197]\'','\'(0.49759-1.592907]\'','\'(0.972425-1.810777]\'','\'(-0.280981-0.602831]\'',2.755641
'\'(-1.411047--0.604347]\'','\'(2.529795-3.379146]\'','\'(-2.389366--1.446672]\'','\'(-0.420576-0.222308]\'','\'(1.087528-1.56765]\'','\'(0.472306-1.179217]\'','\'(2.58902-3.571798]\'','\'(2.339683-3.155078]\'','\'(-2.967499--2.090085]\'','\'(0.562455-1.199167]\'','\'(1.051029-1.904406]\'','\'(0.276343-1.181131]\'','\'(1.078446-2.058253]\'','\'(-0.427466-0.123676]\'','\'(1.780603-2.589302]\'','\'(-0.768196--0.171212]\'','\'(2.433817-3.211187]\'','\'(2.626198-3.494748]\'','\'(-0.411053-0.163932]\'','\'(-3.855584--2.846907]\'','\'(-1.099265--0.124042]\'','\'(-2.414409--1.610222]\'','\'(1.45513-2.542402]\'','\'(0.039502-1.119835]\'','\'(1.951793-3.108221]\'','\'(-0.972712--0.377243]\'','\'(1.959682-2.845501]\'','\'(-0.724653--0.100001]\'','\'(-3.12755--2.399557]\'','\'(-0.287719-0.332523]\'','\'(-0.901418--0.142266]\'','\'(-0.212334-0.561787]\'','\'(-0.707564-0.008095]\'','\'(-1.577713--1.02784]\'','\'(2.577195-3.752508]\'','\'(-0.743659--0.047294]\'','\'(1.466026-2.473761]\'','\'(0.201896-0.817237]\'','\'(-0.354959-0.17277]\'','\'(-0.306037-0.315283]\'','\'(-3.083308--2.138521]\'','\'(2.483382-3.314566]\'','\'(2.688223-3.78354]\'','\'(-0.70428-0.134073]\'','\'(1.486643-2.370454]\'',1.446506
'\'(-0.604347-0.202352]\'','\'(3.379146-4.228498]\'','\'(-2.389366--1.446672]\'','\'(-1.706343--1.063459]\'','\'(1.087528-1.56765]\'','\'(1.179217-1.886127]\'','\'(2.58902-3.571798]\'','\'(1.524288-2.339683]\'','\'(-1.212672--0.335259]\'','\'(3.746014-4.382726]\'','\'(1.051029-1.904406]\'','\'(0.276343-1.181131]\'','\'(0.098638-1.078446]\'','\'(0.674818-1.225959]\'','\'(0.971903-1.780603]\'','\'(-0.768196--0.171212]\'','\'(0.879076-1.656446]\'','\'(0.020548-0.889098]\'','\'(-0.986039--0.411053]\'','\'(-3.855584--2.846907]\'','\'(1.826402-2.801625]\'','\'(-0.806035--0.001848]\'','\'(1.45513-2.542402]\'','\'(0.039502-1.119835]\'','\'(1.951793-3.108221]\'','\'(-3.354586--2.759117]\'','\'(-0.697776-0.188043]\'','\'(-inf--3.22326]\'','\'(-2.399557--1.671563]\'','\'(3.43373-4.053971]\'','\'(2.894343-3.653495]\'','\'(-0.986455--0.212334]\'','\'(-0.707564-0.008095]\'','\'(-1.577713--1.02784]\'','\'(7.278445-8.453758]\'','\'(0.649071-1.345436]\'','\'(0.458292-1.466026]\'','\'(3.893942-4.509283]\'','\'(-3.521331--2.993603]\'','\'(0.315283-0.936604]\'','\'(-2.138521--1.193735]\'','\'(2.483382-3.314566]\'','\'(2.688223-3.78354]\'','\'(-1.542632--0.70428]\'','\'(0.602831-1.486643]\'',0.455577
'\'(-1.411047--0.604347]\'','\'(-0.018259-0.831092]\'','\'(-1.446672--0.503978]\'','\'(-2.349227--1.706343]\'','\'(0.607406-1.087528]\'','\'(0.472306-1.179217]\'','\'(0.623463-1.606241]\'','\'(1.524288-2.339683]\'','\'(-0.335259-0.542154]\'','\'(1.835879-2.472591]\'','\'(-0.655727-0.197651]\'','\'(1.181131-2.085919]\'','\'(-0.881169-0.098638]\'','\'(0.674818-1.225959]\'','\'(0.163204-0.971903]\'','\'(-2.559148--1.962164]\'','\'(0.101706-0.879076]\'','\'(0.020548-0.889098]\'','\'(-2.710995--2.136009]\'','\'(-1.838229--0.829552]\'','\'(0.85118-1.826402]\'','\'(-1.610222--0.806035]\'','\'(0.367859-1.45513]\'','\'(0.039502-1.119835]\'','\'(0.795365-1.951793]\'','\'(-1.56818--0.972712]\'','\'(-1.583595--0.697776]\'','\'(-1.349305--0.724653]\'','\'(-1.671563--0.943569]\'','\'(1.573005-2.193247]\'','\'(0.616887-1.376039]\'','\'(-2.534696--1.760575]\'','\'(-0.707564-0.008095]\'','\'(-1.577713--1.02784]\'','\'(2.577195-3.752508]\'','\'(-0.047294-0.649071]\'','\'(-0.549442-0.458292]\'','\'(0.817237-1.432578]\'','\'(-1.938145--1.410416]\'','\'(0.315283-0.936604]\'','\'(-1.193735--0.248948]\'','\'(0.821012-1.652197]\'','\'(-0.597726-0.49759]\'','\'(1.810777-2.64913]\'','\'(-0.280981-0.602831]\'',5.796075
'\'(-2.217746--1.411047]\'','\'(0.831092-1.680443]\'','\'(-1.446672--0.503978]\'','\'(-1.706343--1.063459]\'','\'(0.607406-1.087528]\'','\'(1.179217-1.886127]\'','\'(2.58902-3.571798]\'','\'(0.708893-1.524288]\'','\'(0.542154-1.419568]\'','\'(0.562455-1.199167]\'','\'(-1.509104--0.655727]\'','\'(0.276343-1.181131]\'','\'(-0.881169-0.098638]\'','\'(1.777101-2.328243]\'','\'(0.163204-0.971903]\'','\'(-2.559148--1.962164]\'','\'(0.879076-1.656446]\'','\'(-1.716551--0.848001]\'','\'(-2.136009--1.561024]\'','\'(-2.846907--1.838229]\'','\'(1.826402-2.801625]\'','\'(-2.414409--1.610222]\'','\'(-0.719412-0.367859]\'','\'(-1.040832-0.039502]\'','\'(-1.51749--0.361062]\'','\'(-2.163649--1.56818]\'','\'(-1.583595--0.697776]\'','\'(-1.973956--1.349305]\'','\'(-3.12755--2.399557]\'','\'(0.952764-1.573005]\'','\'(1.376039-2.135191]\'','\'(-1.760575--0.986455]\'','\'(-2.138881--1.423223]\'','\'(-1.02784--0.477967]\'','\'(1.401883-2.577195]\'','\'(1.345436-2.0418]\'','\'(-1.557176--0.549442]\'','\'(1.432578-2.047919]\'','\'(-1.938145--1.410416]\'','\'(0.936604-1.557924]\'','\'(-1.193735--0.248948]\'','\'(3.314566-4.145751]\'','\'(0.49759-1.592907]\'','\'(-0.70428-0.134073]\'','\'(-0.280981-0.602831]\'',2.20243
'\'(-2.217746--1.411047]\'','\'(0.831092-1.680443]\'','\'(-1.446672--0.503978]\'','\'(-1.706343--1.063459]\'','\'(0.607406-1.087528]\'','\'(2.593038-3.299948]\'','\'(0.623463-1.606241]\'','\'(-0.106502-0.708893]\'','\'(-2.090085--1.212672]\'','\'(2.472591-3.109302]\'','\'(0.197651-1.051029]\'','\'(1.181131-2.085919]\'','\'(0.098638-1.078446]\'','\'(1.225959-1.777101]\'','\'(-0.645495-0.163204]\'','\'(-1.36518--0.768196]\'','\'(0.879076-1.656446]\'','\'(0.020548-0.889098]\'','\'(-2.136009--1.561024]\'','\'(-2.846907--1.838229]\'','\'(0.85118-1.826402]\'','\'(-2.414409--1.610222]\'','\'(0.367859-1.45513]\'','\'(-1.040832-0.039502]\'','\'(-0.361062-0.795365]\'','\'(-1.56818--0.972712]\'','\'(-0.697776-0.188043]\'','\'(-1.349305--0.724653]\'','\'(-2.399557--1.671563]\'','\'(0.952764-1.573005]\'','\'(0.616887-1.376039]\'','\'(-1.760575--0.986455]\'','\'(-1.423223--0.707564]\'','\'(-1.577713--1.02784]\'','\'(3.752508-4.92782]\'','\'(0.649071-1.345436]\'','\'(-0.549442-0.458292]\'','\'(2.66326-3.278601]\'','\'(-1.410416--0.882688]\'','\'(0.315283-0.936604]\'','\'(-3.083308--2.138521]\'','\'(-0.841357--0.010172]\'','\'(0.49759-1.592907]\'','\'(0.972425-1.810777]\'','\'(-0.280981-0.602831]\'',4.097828
'\'(-0.604347-0.202352]\'','\'(0.831092-1.680443]\'','\'(-1.446672--0.503978]\'','\'(-2.99211--2.349227]\'','\'(0.127283-0.607406]\'','\'(3.299948-4.006859]\'','\'(1.606241-2.58902]\'','\'(3.970473-4.785868]\'','\'(-0.335259-0.542154]\'','\'(4.382726-inf)\'','\'(-0.655727-0.197651]\'','\'(1.181131-2.085919]\'','\'(-0.881169-0.098638]\'','\'(1.777101-2.328243]\'','\'(0.163204-0.971903]\'','\'(-1.36518--0.768196]\'','\'(0.101706-0.879076]\'','\'(-2.585101--1.716551]\'','\'(-2.710995--2.136009]\'','\'(-4.864262--3.855584]\'','\'(2.801625-3.776847]\'','\'(-0.806035--0.001848]\'','\'(3.629673-4.716944]\'','\'(3.280503-4.360837]\'','\'(3.108221-4.264648]\'','\'(-3.354586--2.759117]\'','\'(-2.469415--1.583595]\'','\'(-3.22326--2.598608]\'','\'(-0.215575-0.512419]\'','\'(3.43373-4.053971]\'','\'(2.894343-3.653495]\'','\'(-2.534696--1.760575]\'','\'(-2.138881--1.423223]\'','\'(-1.02784--0.477967]\'','\'(6.103133-7.278445]\'','\'(2.0418-2.738165]\'','\'(-0.549442-0.458292]\'','\'(3.278601-3.893942]\'','\'(-3.521331--2.993603]\'','\'(2.179244-2.800565]\'','\'(-3.083308--2.138521]\'','\'(2.483382-3.314566]\'','\'(-0.597726-0.49759]\'','\'(1.810777-2.64913]\'','\'(-0.280981-0.602831]\'',3.763639
'\'(-1.411047--0.604347]\'','\'(1.680443-2.529795]\'','\'(-2.389366--1.446672]\'','\'(-2.99211--2.349227]\'','\'(1.087528-1.56765]\'','\'(0.472306-1.179217]\'','\'(1.606241-2.58902]\'','\'(0.708893-1.524288]\'','\'(-1.212672--0.335259]\'','\'(1.835879-2.472591]\'','\'(1.051029-1.904406]\'','\'(2.990707-3.895495]\'','\'(0.098638-1.078446]\'','\'(0.674818-1.225959]\'','\'(0.163204-0.971903]\'','\'(-1.962164--1.36518]\'','\'(1.656446-2.433817]\'','\'(0.889098-1.757648]\'','\'(-2.710995--2.136009]\'','\'(-1.838229--0.829552]\'','\'(0.85118-1.826402]\'','\'(-1.610222--0.806035]\'','\'(-0.719412-0.367859]\'','\'(-1.040832-0.039502]\'','\'(-0.361062-0.795365]\'','\'(-0.972712--0.377243]\'','\'(1.073863-1.959682]\'','\'(-1.349305--0.724653]\'','\'(-3.12755--2.399557]\'','\'(0.332523-0.952764]\'','\'(1.376039-2.135191]\'','\'(-3.308816--2.534696]\'','\'(-2.85454--2.138881]\'','\'(-2.127586--1.577713]\'','\'(2.577195-3.752508]\'','\'(1.345436-2.0418]\'','\'(1.466026-2.473761]\'','\'(2.66326-3.278601]\'','\'(-1.410416--0.882688]\'','\'(1.557924-2.179244]\'','\'(-2.138521--1.193735]\'','\'(-0.010172-0.821012]\'','\'(1.592907-2.688223]\'','\'(1.810777-2.64913]\'','\'(0.602831-1.486643]\'',-0.882295
'\'(-3.024445--2.217746]\'','\'(2.529795-3.379146]\'','\'(-4.274755--3.332061]\'','\'(-3.634994--2.99211]\'','\'(2.527895-3.008017]\'','\'(1.886127-2.593038]\'','\'(3.571798-4.554576]\'','\'(1.524288-2.339683]\'','\'(-0.335259-0.542154]\'','\'(1.199167-1.835879]\'','\'(2.757784-3.611161]\'','\'(2.990707-3.895495]\'','\'(3.038061-4.017868]\'','\'(1.777101-2.328243]\'','\'(1.780603-2.589302]\'','\'(-3.156132--2.559148]\'','\'(2.433817-3.211187]\'','\'(3.494748-4.363298]\'','\'(-3.860966--3.28598]\'','\'(-1.838229--0.829552]\'','\'(1.826402-2.801625]\'','\'(-2.414409--1.610222]\'','\'(0.367859-1.45513]\'','\'(0.039502-1.119835]\'','\'(0.795365-1.951793]\'','\'(-2.163649--1.56818]\'','\'(2.845501-3.731321]\'','\'(-0.724653--0.100001]\'','\'(-2.399557--1.671563]\'','\'(0.952764-1.573005]\'','\'(-0.142266-0.616887]\'','\'(-inf--4.082937]\'','\'(-inf--4.285858]\'','\'(-3.227331--2.677459]\'','\'(2.577195-3.752508]\'','\'(0.649071-1.345436]\'','\'(3.481495-4.489229]\'','\'(2.047919-2.66326]\'','\'(-1.410416--0.882688]\'','\'(0.936604-1.557924]\'','\'(-1.193735--0.248948]\'','\'(1.652197-2.483382]\'','\'(2.688223-3.78354]\'','\'(3.487482-4.325835]\'','\'(2.370454-3.254266]\'',0.491502
'\'(-2.217746--1.411047]\'','\'(1.680443-2.529795]\'','\'(-3.332061--2.389366]\'','\'(-2.349227--1.706343]\'','\'(1.087528-1.56765]\'','\'(-0.234604-0.472306]\'','\'(3.571798-4.554576]\'','\'(2.339683-3.155078]\'','\'(-0.335259-0.542154]\'','\'(-0.074257-0.562455]\'','\'(1.904406-2.757784]\'','\'(0.276343-1.181131]\'','\'(3.038061-4.017868]\'','\'(1.777101-2.328243]\'','\'(0.971903-1.780603]\'','\'(-2.559148--1.962164]\'','\'(1.656446-2.433817]\'','\'(3.494748-4.363298]\'','\'(-2.136009--1.561024]\'','\'(-1.838229--0.829552]\'','\'(2.801625-3.776847]\'','\'(-2.414409--1.610222]\'','\'(-0.719412-0.367859]\'','\'(-1.040832-0.039502]\'','\'(-0.361062-0.795365]\'','\'(-0.377243-0.218225]\'','\'(2.845501-3.731321]\'','\'(1.149302-1.773953]\'','\'(-3.12755--2.399557]\'','\'(-inf--0.90796]\'','\'(-1.66057--0.901418]\'','\'(-2.534696--1.760575]\'','\'(-2.138881--1.423223]\'','\'(-1.577713--1.02784]\'','\'(-0.948742-0.22657]\'','\'(1.345436-2.0418]\'','\'(3.481495-4.489229]\'','\'(0.201896-0.817237]\'','\'(0.700499-inf)\'','\'(1.557924-2.179244]\'','\'(-1.193735--0.248948]\'','\'(0.821012-1.652197]\'','\'(1.592907-2.688223]\'','\'(1.810777-2.64913]\'','\'(2.370454-3.254266]\'',4.17431
'\'(1.009051-1.815751]\'','\'(0.831092-1.680443]\'','\'(-0.503978-0.438716]\'','\'(-2.349227--1.706343]\'','\'(0.127283-0.607406]\'','\'(0.472306-1.179217]\'','\'(-0.359315-0.623463]\'','\'(-0.921897--0.106502]\'','\'(-0.335259-0.542154]\'','\'(1.835879-2.472591]\'','\'(-0.655727-0.197651]\'','\'(0.276343-1.181131]\'','\'(-0.881169-0.098638]\'','\'(1.225959-1.777101]\'','\'(-0.645495-0.163204]\'','\'(-1.962164--1.36518]\'','\'(0.101706-0.879076]\'','\'(-0.848001-0.020548]\'','\'(-1.561024--0.986039]\'','\'(-2.846907--1.838229]\'','\'(1.826402-2.801625]\'','\'(-0.001848-0.80234]\'','\'(1.45513-2.542402]\'','\'(1.119835-2.200169]\'','\'(1.951793-3.108221]\'','\'(-1.56818--0.972712]\'','\'(-1.583595--0.697776]\'','\'(-1.349305--0.724653]\'','\'(-1.671563--0.943569]\'','\'(0.332523-0.952764]\'','\'(1.376039-2.135191]\'','\'(-1.760575--0.986455]\'','\'(-2.138881--1.423223]\'','\'(-1.577713--1.02784]\'','\'(3.752508-4.92782]\'','\'(0.649071-1.345436]\'','\'(-0.549442-0.458292]\'','\'(0.817237-1.432578]\'','\'(-1.410416--0.882688]\'','\'(0.315283-0.936604]\'','\'(-2.138521--1.193735]\'','\'(-0.010172-0.821012]\'','\'(0.49759-1.592907]\'','\'(0.972425-1.810777]\'','\'(-0.280981-0.602831]\'',2.097633
'\'(-3.024445--2.217746]\'','\'(3.379146-4.228498]\'','\'(-3.332061--2.389366]\'','\'(-3.634994--2.99211]\'','\'(2.047773-2.527895]\'','\'(1.886127-2.593038]\'','\'(3.571798-4.554576]\'','\'(1.524288-2.339683]\'','\'(-0.335259-0.542154]\'','\'(-0.710969--0.074257]\'','\'(1.904406-2.757784]\'','\'(0.276343-1.181131]\'','\'(2.058253-3.038061]\'','\'(0.674818-1.225959]\'','\'(0.971903-1.780603]\'','\'(-2.559148--1.962164]\'','\'(1.656446-2.433817]\'','\'(1.757648-2.626198]\'','\'(-0.986039--0.411053]\'','\'(-2.846907--1.838229]\'','\'(-0.124042-0.85118]\'','\'(-3.218597--2.414409]\'','\'(1.45513-2.542402]\'','\'(0.039502-1.119835]\'','\'(1.951793-3.108221]\'','\'(-1.56818--0.972712]\'','\'(1.073863-1.959682]\'','\'(-0.100001-0.52465]\'','\'(-3.12755--2.399557]\'','\'(0.332523-0.952764]\'','\'(-0.142266-0.616887]\'','\'(-2.534696--1.760575]\'','\'(-2.138881--1.423223]\'','\'(-2.127586--1.577713]\'','\'(-0.948742-0.22657]\'','\'(-0.047294-0.649071]\'','\'(3.481495-4.489229]\'','\'(0.817237-1.432578]\'','\'(-0.882688--0.354959]\'','\'(0.936604-1.557924]\'','\'(-2.138521--1.193735]\'','\'(1.652197-2.483382]\'','\'(2.688223-3.78354]\'','\'(1.810777-2.64913]\'','\'(2.370454-3.254266]\'',0.97793
'\'(-1.411047--0.604347]\'','\'(1.680443-2.529795]\'','\'(-1.446672--0.503978]\'','\'(-2.349227--1.706343]\'','\'(0.607406-1.087528]\'','\'(2.593038-3.299948]\'','\'(1.606241-2.58902]\'','\'(2.339683-3.155078]\'','\'(-inf--2.967499]\'','\'(-0.710969--0.074257]\'','\'(1.051029-1.904406]\'','\'(0.276343-1.181131]\'','\'(1.078446-2.058253]\'','\'(1.225959-1.777101]\'','\'(0.971903-1.780603]\'','\'(-1.36518--0.768196]\'','\'(0.879076-1.656446]\'','\'(1.757648-2.626198]\'','\'(-1.561024--0.986039]\'','\'(-4.864262--3.855584]\'','\'(0.85118-1.826402]\'','\'(-1.610222--0.806035]\'','\'(-1.806683--0.719412]\'','\'(-1.040832-0.039502]\'','\'(-0.361062-0.795365]\'','\'(-0.377243-0.218225]\'','\'(1.073863-1.959682]\'','\'(0.52465-1.149302]\'','\'(-3.855544--3.12755]\'','\'(-inf--0.90796]\'','\'(-0.901418--0.142266]\'','\'(-1.760575--0.986455]\'','\'(-2.138881--1.423223]\'','\'(-1.577713--1.02784]\'','\'(0.22657-1.401883]\'','\'(1.345436-2.0418]\'','\'(0.458292-1.466026]\'','\'(-0.413445-0.201896]\'','\'(-0.354959-0.17277]\'','\'(1.557924-2.179244]\'','\'(-4.972881--4.028094]\'','\'(1.652197-2.483382]\'','\'(1.592907-2.688223]\'','\'(0.972425-1.810777]\'','\'(0.602831-1.486643]\'',1.865274
'\'(-1.411047--0.604347]\'','\'(1.680443-2.529795]\'','\'(-2.389366--1.446672]\'','\'(-2.349227--1.706343]\'','\'(1.087528-1.56765]\'','\'(1.886127-2.593038]\'','\'(1.606241-2.58902]\'','\'(0.708893-1.524288]\'','\'(-2.090085--1.212672]\'','\'(0.562455-1.199167]\'','\'(1.051029-1.904406]\'','\'(1.181131-2.085919]\'','\'(2.058253-3.038061]\'','\'(1.777101-2.328243]\'','\'(0.163204-0.971903]\'','\'(-1.36518--0.768196]\'','\'(2.433817-3.211187]\'','\'(1.757648-2.626198]\'','\'(-2.136009--1.561024]\'','\'(-2.846907--1.838229]\'','\'(1.826402-2.801625]\'','\'(-1.610222--0.806035]\'','\'(-0.719412-0.367859]\'','\'(-1.040832-0.039502]\'','\'(-0.361062-0.795365]\'','\'(-0.377243-0.218225]\'','\'(1.073863-1.959682]\'','\'(-0.100001-0.52465]\'','\'(-2.399557--1.671563]\'','\'(-0.90796--0.287719]\'','\'(-0.142266-0.616887]\'','\'(-1.760575--0.986455]\'','\'(-2.138881--1.423223]\'','\'(-1.577713--1.02784]\'','\'(1.401883-2.577195]\'','\'(2.0418-2.738165]\'','\'(1.466026-2.473761]\'','\'(0.817237-1.432578]\'','\'(-0.354959-0.17277]\'','\'(1.557924-2.179244]\'','\'(-3.083308--2.138521]\'','\'(2.483382-3.314566]\'','\'(1.592907-2.688223]\'','\'(1.810777-2.64913]\'','\'(1.486643-2.370454]\'',0.800769
'\'(-3.831144--3.024445]\'','\'(2.529795-3.379146]\'','\'(-1.446672--0.503978]\'','\'(0.222308-0.865191]\'','\'(1.56765-2.047773]\'','\'(0.472306-1.179217]\'','\'(0.623463-1.606241]\'','\'(2.339683-3.155078]\'','\'(-1.212672--0.335259]\'','\'(2.472591-3.109302]\'','\'(-0.655727-0.197651]\'','\'(0.276343-1.181131]\'','\'(0.098638-1.078446]\'','\'(0.674818-1.225959]\'','\'(2.589302-3.398001]\'','\'(-1.36518--0.768196]\'','\'(0.101706-0.879076]\'','\'(0.889098-1.757648]\'','\'(-1.561024--0.986039]\'','\'(-1.838229--0.829552]\'','\'(0.85118-1.826402]\'','\'(-4.022784--3.218597]\'','\'(2.542402-3.629673]\'','\'(1.119835-2.200169]\'','\'(0.795365-1.951793]\'','\'(-2.163649--1.56818]\'','\'(0.188043-1.073863]\'','\'(-1.349305--0.724653]\'','\'(-1.671563--0.943569]\'','\'(1.573005-2.193247]\'','\'(2.894343-3.653495]\'','\'(-0.986455--0.212334]\'','\'(-2.138881--1.423223]\'','\'(-2.127586--1.577713]\'','\'(3.752508-4.92782]\'','\'(-0.047294-0.649071]\'','\'(-0.549442-0.458292]\'','\'(2.047919-2.66326]\'','\'(-2.993603--2.465874]\'','\'(0.315283-0.936604]\'','\'(-1.193735--0.248948]\'','\'(2.483382-3.314566]\'','\'(2.688223-3.78354]\'','\'(0.972425-1.810777]\'','\'(-0.280981-0.602831]\'',0.032752
'\'(-0.604347-0.202352]\'','\'(0.831092-1.680443]\'','\'(-1.446672--0.503978]\'','\'(-3.634994--2.99211]\'','\'(0.127283-0.607406]\'','\'(1.886127-2.593038]\'','\'(1.606241-2.58902]\'','\'(-0.106502-0.708893]\'','\'(-0.335259-0.542154]\'','\'(1.199167-1.835879]\'','\'(1.051029-1.904406]\'','\'(2.990707-3.895495]\'','\'(0.098638-1.078446]\'','\'(2.328243-2.879384]\'','\'(-inf--1.454194]\'','\'(-2.559148--1.962164]\'','\'(0.879076-1.656446]\'','\'(1.757648-2.626198]\'','\'(-2.136009--1.561024]\'','\'(-1.838229--0.829552]\'','\'(2.801625-3.776847]\'','\'(-0.806035--0.001848]\'','\'(2.542402-3.629673]\'','\'(3.280503-4.360837]\'','\'(3.108221-4.264648]\'','\'(-0.972712--0.377243]\'','\'(1.073863-1.959682]\'','\'(-0.724653--0.100001]\'','\'(-0.943569--0.215575]\'','\'(-0.287719-0.332523]\'','\'(1.376039-2.135191]\'','\'(-3.308816--2.534696]\'','\'(-2.85454--2.138881]\'','\'(-1.02784--0.477967]\'','\'(0.22657-1.401883]\'','\'(3.43453-4.130895]\'','\'(1.466026-2.473761]\'','\'(1.432578-2.047919]\'','\'(-1.410416--0.882688]\'','\'(2.179244-2.800565]\'','\'(-1.193735--0.248948]\'','\'(0.821012-1.652197]\'','\'(0.49759-1.592907]\'','\'(0.972425-1.810777]\'','\'(0.602831-1.486643]\'',2.162433
